fid,ID,DescripcionItem,CantidadItem,Municipio,Latitud (Y),Longitud (X),tierras,base,concreto,PvF
"1","0",Canalizacion tuberia en asfalto,1,BELLO,6.35108,-75.518336,0.075,0.075,0,0.025
"2","13",Canalizacion tuberia en anden,11.6,MEDELLIN,6.231246,-75.585241,0.87,0.58,0.29,0
"3","14",Canalizacion tuberia en anden,1,BELLO,6.32784,-75.567989,0.075,0.05,0.025,0
"4","15",Canalizacion tuberia en anden,1,BELLO,6.341363,-75.539792,0.075,0.05,0.025,0
"5","16",Canalizacion tuberia en anden,1,BELLO,6.38103351,-75.62000158,0.075,0.05,0.025,0
"6","20",Canalizacion tuberia en anden,1,GIRARDOTA,6.3503196,-75.4573937,0.075,0.05,0.025,0
"7","21",Canalizacion tuberia en anden,1,MEDELLIN,6.23236663,-75.53254353,0.075,0.05,0.025,0
"8","22",Canalizacion tuberia en anden,1,MEDELLIN,6.27685,-75.640598,0.075,0.05,0.025,0
"9","23",Canalizacion tuberia en anden,1,MEDELLIN,6.278783,-75.620846,0.075,0.05,0.025,0
"10","24",Canalizacion tuberia en anden,1,MEDELLIN,6.27972239,-75.61982209,0.075,0.05,0.025,0
"11","25",Canalizacion tuberia en anden,1,MEDELLIN,6.28012299,-75.62331149,0.075,0.05,0.025,0
"12","26",Canalizacion tuberia en anden,1,MEDELLIN,6.28024849,-75.61302721,0.075,0.05,0.025,0
"13","27",Canalizacion tuberia en anden,1,MEDELLIN,6.280672,-75.622271,0.075,0.05,0.025,0
"14","28",Canalizacion tuberia en anden,1,MEDELLIN,6.281818,-75.609271,0.075,0.05,0.025,0
"15","29",Canalizacion tuberia en anden,1,MEDELLIN,6.28342369,-75.61777806,0.075,0.05,0.025,0
"16","30",Canalizacion tuberia en anden,1,MEDELLIN,6.28364466,-75.61902348,0.075,0.05,0.025,0
"17","31",Canalizacion tuberia en anden,1,MEDELLIN,6.284641,-75.613704,0.075,0.05,0.025,0
"18","32",Canalizacion tuberia en anden,1,MEDELLIN,6.284641,-75.613704,0.075,0.05,0.025,0
"19","33",Canalizacion tuberia en anden,1,MEDELLIN,6.284641,-75.613704,0.075,0.05,0.025,0
"20","34",Canalizacion tuberia en anden,1,MEDELLIN,6.284641,-75.613704,0.075,0.05,0.025,0
"21","35",Canalizacion tuberia en anden,1,MEDELLIN,6.284641,-75.613704,0.075,0.05,0.025,0
"22","36",Canalizacion tuberia en anden,1,MEDELLIN,6.28813,-75.60507905,0.075,0.05,0.025,0
"23","37",Canalizacion tuberia en anden,1,MEDELLIN,6.28905167,-75.60519333,0.075,0.05,0.025,0
"24","38",Canalizacion tuberia en anden,1,MEDELLIN,6.28908,-75.606134,0.075,0.05,0.025,0
"25","39",Canalizacion tuberia en anden,1,MEDELLIN,6.289355,-75.6056,0.075,0.05,0.025,0
"26","40",Canalizacion tuberia en anden,1,MEDELLIN,6.289612,-75.604941,0.075,0.05,0.025,0
"27","41",Canalizacion tuberia en anden,1,MEDELLIN,6.289779,-75.604875,0.075,0.05,0.025,0
"28","42",Canalizacion tuberia en anden,1,MEDELLIN,6.29094257,-75.5435241,0.075,0.05,0.025,0
"29","43",Canalizacion tuberia en anden,1,MEDELLIN,6.2921835,-75.61010743,0.075,0.05,0.025,0
"30","44",Canalizacion tuberia en anden,1,MEDELLIN,6.31009277,-75.56966434,0.075,0.05,0.025,0
"31","46",Canalizacion tuberia en anden,1.5,MEDELLIN,6.29171227,-75.5573963,0.1125,0.075,0.0375,0
"32","47",Canalizacion tuberia en anden,1.5,MEDELLIN,6.29172156,-75.55739292,0.1125,0.075,0.0375,0
"33","48",Canalizacion tuberia en anden,2,MEDELLIN,6.26862048,-75.61597324,0.15,0.1,0.05,0
"34","49",Canalizacion tuberia en anden,2,MEDELLIN,6.28291463,-75.61705068,0.15,0.1,0.05,0
"35","50",Canalizacion tuberia en anden,2,MEDELLIN,6.284641,-75.613704,0.15,0.1,0.05,0
"36","51",Canalizacion tuberia en anden,2,MEDELLIN,6.284641,-75.613704,0.15,0.1,0.05,0
"37","52",Canalizacion tuberia en anden,2,MEDELLIN,6.284641,-75.613704,0.15,0.1,0.05,0
"38","53",Canalizacion tuberia en anden,2,MEDELLIN,6.28484137,-75.54502775,0.15,0.1,0.05,0
"39","54",Canalizacion tuberia en anden,2,MEDELLIN,6.28696365,-75.555057,0.15,0.1,0.05,0
"40","55",Canalizacion tuberia en anden,2,MEDELLIN,6.28836882,-75.53883673,0.15,0.1,0.05,0
"41","56",Canalizacion tuberia en anden,2,MEDELLIN,6.28876142,-75.60457422,0.15,0.1,0.05,0
"42","57",Canalizacion tuberia en anden,3,MEDELLIN,6.26459815,-75.54224879,0.225,0.15,0.075,0
"43","58",Canalizacion tuberia en anden,3,MEDELLIN,6.28059023,-75.62348852,0.225,0.15,0.075,0
"44","59",Canalizacion tuberia en anden,3,MEDELLIN,6.281801,-75.617872,0.225,0.15,0.075,0
"45","60",Canalizacion tuberia en anden,3,MEDELLIN,6.28622565,-75.53740236,0.225,0.15,0.075,0
"46","61",Canalizacion tuberia en anden,3,MEDELLIN,6.28622565,-75.53740236,0.225,0.15,0.075,0
"47","62",Canalizacion tuberia en anden,3,MEDELLIN,6.28628857,-75.53736381,0.225,0.15,0.075,0
"48","63",Canalizacion tuberia en anden,3,MEDELLIN,6.286466,-75.537328,0.225,0.15,0.075,0
"49","64",Canalizacion tuberia en anden,3,MEDELLIN,6.286466,-75.537328,0.225,0.15,0.075,0
"50","65",Canalizacion tuberia en anden,3,MEDELLIN,6.286466,-75.537328,0.225,0.15,0.075,0
"51","66",Canalizacion tuberia en anden,3,MEDELLIN,6.289731,-75.606371,0.225,0.15,0.075,0
"52","67",Canalizacion tuberia en anden,3.7,MEDELLIN,6.27696226,-75.53964586,0.2775,0.185,0.0925,0
"53","70",Canalizacion tuberia en anden,5,MEDELLIN,6.28836882,-75.53883673,0.375,0.25,0.125,0
"54","71",Canalizacion tuberia en anden,8,MEDELLIN,6.28836882,-75.53883673,0.6,0.4,0.2,0
"55","72",Canalizacion tuberia en anden,1,BELLO,6.338762,-75.571886,0.075,0.05,0.025,0
"56","73",Canalizacion tuberia en anden,1,BELLO,6.38136154,-75.61934768,0.075,0.05,0.025,0
"57","77",Canalizacion tuberia en anden,2,BELLO,6.33726705,-75.54900426,0.15,0.1,0.05,0
"58","79",Canalizacion tuberia en anden,3,MEDELLIN,6.26199508,-75.59069074,0.225,0.15,0.075,0
"59","83",Canalizacion tuberia en anden,7,EL RETIRO,6.06178793,-75.50060234,0.525,0.35,0.175,0
"60","84",Canalizacion tuberia en anden,7,EL RETIRO,6.06179888,-75.50059646,0.525,0.35,0.175,0
"61","85",Canalizacion tuberia en anden,7,EL RETIRO,6.0618208,-75.50058471,0.525,0.35,0.175,0
"62","86",Canalizacion tuberia en anden,7,EL RETIRO,6.06197286,-75.50062879,0.525,0.35,0.175,0
"63","128",Canalizacion tuberia en asfalto,100,EL RETIRO,6.083494,-75.51160267,7.5,7.5,0,2.5
"64","129",Canalizacion tuberia en zona verde,0.54,MEDELLIN,6.28622565,-75.53740236,0.081,0,0,0
"65","130",Canalizacion tuberia en zona verde,0.54,MEDELLIN,6.28622565,-75.53740236,0.081,0,0,0
"66","131",Canalizacion tuberia en zona verde,0.54,MEDELLIN,6.28628857,-75.53736381,0.081,0,0,0
"67","132",Canalizacion tuberia en zona verde,0.54,MEDELLIN,6.286466,-75.537328,0.081,0,0,0
"68","133",Canalizacion tuberia en zona verde,0.54,MEDELLIN,6.286466,-75.537328,0.081,0,0,0
"69","134",Canalizacion tuberia en zona verde,0.54,MEDELLIN,6.286466,-75.537328,0.081,0,0,0
"70","135",Canalizacion tuberia en zona verde,2.9,MEDELLIN,6.27696226,-75.53964586,0.435,0,0,0
"71","136",Canalizacion tuberia en zona verde,7,MEDELLIN,6.27696226,-75.53964586,1.05,0,0,0
"72","137",Canalizacion tuberia en zona verde,13,MEDELLIN,6.27685,-75.640598,1.95,0,0,0
"73","138",Canalizacion tuberia en zona verde,15,GIRARDOTA,6.35873806,-75.46128216,2.25,0,0,0
"74","139",Canalizacion tuberia en zona verde,16,MEDELLIN,6.28836882,-75.53883673,2.4,0,0,0
"75","140",Canalizacion tuberia en zona verde,19,MEDELLIN,6.28836882,-75.53883673,2.85,0,0,0
"76","141",Canalizacion tuberia en zona verde,19.4,GIRARDOTA,6.3503196,-75.4573937,2.91,0,0,0
"77","142",Canalizacion tuberia en zona verde,21,MEDELLIN,6.28836882,-75.53883673,3.15,0,0,0
"78","143",Canalizacion tuberia en zona verde,22.2,BELLO,6.38103351,-75.62000158,3.33,0,0,0
"79","144",Canalizacion tuberia en zona verde,37,GIRARDOTA,6.38983964,-75.46036796,5.55,0,0,0
"80","145",Canalizacion tuberia en zona verde,20,BELLO,6.38136154,-75.61934768,3,0,0,0
"81","147",Canalizacion tuberia en zona verde,65.8,COPACABANA,6.39089473,-75.49858158,9.87,0,0,0
"82","151",Canalizacion tuberia en zona verde,16,MEDELLIN,6.229365,-75.552789,2.4,0,0,0
"83","153",Canalizacion tuberia en zona verde,25,ENVIGADO,6.1695832,-75.56539988,3.75,0,0,0
"84","154",Canalizacion tuberia en zona verde,35,MEDELLIN,6.231246,-75.585241,5.25,0,0,0
"85","156",Canalizacion tuberia en zona verde,64.2,ENVIGADO,6.16462646,-75.53179894,9.63,0,0,0
"86","158",Canalizacion tuberia en zona verde,13,ENVIGADO,6.16045847,-75.50739563,1.95,0,0,0
"87","159",Canalizacion tuberia en zona verde,4,EL RETIRO,6.08129917,-75.50041867,0.6,0,0,0
"88","160",Canalizacion tuberia en zona verde,5,GUARNE,6.26156976,-75.43954563,0.75,0,0,0
"89","162",Canalizacion tuberia en zona verde,6,EL RETIRO,6.08085733,-75.50066283,0.9,0,0,0
"90","163",Canalizacion tuberia en zona verde,6.6,GUARNE,6.2255435,-75.40968275,0.99,0,0,0
"91","164",Canalizacion tuberia en zona verde,7,GUARNE,6.22683267,-75.40626083,1.05,0,0,0
"92","166",Canalizacion tuberia en zona verde,9,GUARNE,6.23111561,-75.41584529,1.35,0,0,0
"93","175",Canalizacion tuberia en zona verde,35,ENVIGADO,6.14192083,-75.52597275,5.25,0,0,0
"94","181",Canalizacion tuberia en zona verde,13,GUARNE,6.25913088,-75.43969622,1.95,0,0,0
"95","183",Canalizacion tuberia en zona verde,19,GUARNE,6.25913088,-75.43969622,2.85,0,0,0
"96","184",Canalizacion tuberia en zona verde,20,GUARNE,6.25914657,-75.43982163,3,0,0,0
"97","185",Canalizacion tuberia en zona verde,2,SAN PEDRO DE LOS MILAGROS,6.444896,-75.557412,0.3,0,0,0
"98","190",Canalizacion tuberia en zona verde,16,SAN PEDRO DE LOS MILAGROS,6.43059133,-75.52818954,2.4,0,0,0
"99","196",Canalizacion tuberia en zona verde,69,SAN PEDRO DE LOS MILAGROS,6.44151275,-75.57632805,10.35,0,0,0
"100","208",Canalizacion tuberia en zona verde,208,MEDELLIN,6.22880271,-75.60334146,31.2,0,0,0
"101","209",Canalizacion tuberia en zona verde,2113,EL RETIRO,6.083494,-75.51160267,316.95,0,0,0
"102","211",Canalizacion tuberia en adoquin,0.8,ENVIGADO,6.1695832,-75.56539988,0.08,0.04,0.02,0
"103","214",Canalizacion tuberia en destapado,13,MEDELLIN,6.247877,-75.634844,0.975,1.3,0,0
"104","215",Canalizacion tuberia en destapado,57,MEDELLIN,6.22880271,-75.60334146,4.275,5.7,0,0
"105","216",Canalizacion tuberia en destapado,5.284,GIRARDOTA,6.35873806,-75.46128216,0.3963,0.5284,0,0
"106","217",Canalizacion tuberia en destapado,246,MEDELLIN,6.22880271,-75.60334146,18.45,24.6,0,0
"107","218",Canalizacion tuberia en cuneta,259.28,EL RETIRO,6.083494,-75.51160267,25.928,12.964,6.482,0
"108","219",Canalizacion tuberia en concreto,3,MEDELLIN,6.229365,-75.552789,0.225,0.15,0.15,0
"109","220",Canalizacion tuberia en concreto,8,MEDELLIN,6.247877,-75.634844,0.6,0.4,0.4,0
"110","228",Canalizacion tuberia en anden,1,BELLO,6.320066,-75.567322,0.075,0.05,0.025,0
"111","229",Canalizacion tuberia en anden,1,BELLO,6.32562117,-75.55961059,0.075,0.05,0.025,0
"112","230",Canalizacion tuberia en anden,1,BELLO,6.343773,-75.534561,0.075,0.05,0.025,0
"113","231",Canalizacion tuberia en anden,1,BELLO,6.34653198,-75.57315475,0.075,0.05,0.025,0
"114","232",Canalizacion tuberia en anden,1,BELLO,6.348107,-75.540268,0.075,0.05,0.025,0
"115","233",Canalizacion tuberia en anden,1,BELLO,6.348587,-75.540217,0.075,0.05,0.025,0
"116","234",Canalizacion tuberia en anden,1,BELLO,6.349142,-75.53883,0.075,0.05,0.025,0
"117","235",Canalizacion tuberia en anden,1,BELLO,6.351378,-75.569419,0.075,0.05,0.025,0
"118","236",Canalizacion tuberia en anden,1,COPACABANA,6.36245656,-75.49590047,0.075,0.05,0.025,0
"119","237",Canalizacion tuberia en anden,1,MEDELLIN,6.247798,-75.575502,0.075,0.05,0.025,0
"120","238",Canalizacion tuberia en anden,1,MEDELLIN,6.26656,-75.608407,0.075,0.05,0.025,0
"121","239",Canalizacion tuberia en anden,1,MEDELLIN,6.278394,-75.582284,0.075,0.05,0.025,0
"122","240",Canalizacion tuberia en anden,1,MEDELLIN,6.283734,-75.562588,0.075,0.05,0.025,0
"123","246",Canalizacion tuberia en anden,1,BELLO,6.318508,-75.553402,0.075,0.05,0.025,0
"124","247",Canalizacion tuberia en anden,1,BELLO,6.32422862,-75.54857597,0.075,0.05,0.025,0
"125","248",Canalizacion tuberia en anden,1,BELLO,6.33238106,-75.53887587,0.075,0.05,0.025,0
"126","249",Canalizacion tuberia en anden,1,MEDELLIN,6.261350415,-75.588720285,0.075,0.05,0.025,0
"127","250",Canalizacion tuberia en anden,1,MEDELLIN,6.285498,-75.610917,0.075,0.05,0.025,0
"128","251",Canalizacion tuberia en anden,1,MEDELLIN,6.302594,-75.582064,0.075,0.05,0.025,0
"129","254",Canalizacion tuberia en zona verde,0.2,MEDELLIN,6.27321777,-75.61026245,0.03,0,0,0
"130","255",Canalizacion tuberia en zona verde,0.2,MEDELLIN,6.27663037,-75.54015195,0.03,0,0,0
"131","256",Canalizacion tuberia en zona verde,0.2,MEDELLIN,6.27990291,-75.59097755,0.03,0,0,0
"132","257",Canalizacion tuberia en zona verde,0.2,MEDELLIN,6.285201,-75.540456,0.03,0,0,0
"133","258",Canalizacion tuberia en zona verde,0.2,MEDELLIN,6.28668248,-75.53751743,0.03,0,0,0
"134","259",Canalizacion tuberia en zona verde,0.2,MEDELLIN,6.28933329,-75.53924492,0.03,0,0,0
"135","260",Canalizacion tuberia en zona verde,0.2,MEDELLIN,6.28936338,-75.53923067,0.03,0,0,0
"136","261",Canalizacion tuberia en zona verde,0.3,BELLO,6.33854846,-75.57077078,0.045,0,0,0
"137","262",Canalizacion tuberia en zona verde,0.3,BELLO,6.34625845,-75.53153674,0.045,0,0,0
"138","263",Canalizacion tuberia en zona verde,0.3,COPACABANA,6.348005,-75.48505,0.045,0,0,0
"139","264",Canalizacion tuberia en zona verde,0.3,COPACABANA,6.3612908,-75.49069685,0.045,0,0,0
"140","269",Canalizacion tuberia en zona verde,0.3,MEDELLIN,6.25472958,-75.55742964,0.045,0,0,0
"141","270",Canalizacion tuberia en zona verde,0.3,MEDELLIN,6.25562848,-75.54017793,0.045,0,0,0
"142","271",Canalizacion tuberia en zona verde,0.3,MEDELLIN,6.27398301,-75.56249154,0.045,0,0,0
"143","272",Canalizacion tuberia en zona verde,0.3,MEDELLIN,6.27680922,-75.54005432,0.045,0,0,0
"144","273",Canalizacion tuberia en zona verde,0.3,MEDELLIN,6.28596062,-75.60462103,0.045,0,0,0
"145","274",Canalizacion tuberia en zona verde,0.3,MEDELLIN,6.2872993,-75.54102719,0.045,0,0,0
"146","275",Canalizacion tuberia en zona verde,0.3,MEDELLIN,6.2872993,-75.54102719,0.045,0,0,0
"147","276",Canalizacion tuberia en zona verde,0.3,MEDELLIN,6.28773668,-75.53878481,0.045,0,0,0
"148","277",Canalizacion tuberia en zona verde,0.3,MEDELLIN,6.2883183,-75.53948172,0.045,0,0,0
"149","278",Canalizacion tuberia en zona verde,0.3,MEDELLIN,6.28835437,-75.5394839,0.045,0,0,0
"150","279",Canalizacion tuberia en zona verde,0.3,MEDELLIN,6.288422,-75.53977,0.045,0,0,0
"151","280",Canalizacion tuberia en zona verde,0.3,MEDELLIN,6.28908095,-75.53955708,0.045,0,0,0
"152","281",Canalizacion tuberia en zona verde,0.3,MEDELLIN,6.28954391,-75.53914514,0.045,0,0,0
"153","283",Canalizacion tuberia en zona verde,0.4,BELLO,6.33307,-75.537706,0.06,0,0,0
"154","284",Canalizacion tuberia en zona verde,0.4,BELLO,6.34753708,-75.55973097,0.06,0,0,0
"155","287",Canalizacion tuberia en zona verde,0.4,MEDELLIN,6.23157367,-75.5582612,0.06,0,0,0
"156","288",Canalizacion tuberia en zona verde,0.4,MEDELLIN,6.234507,-75.525769,0.06,0,0,0
"157","290",Canalizacion tuberia en zona verde,0.4,MEDELLIN,6.24292087,-75.54448632,0.06,0,0,0
"158","291",Canalizacion tuberia en zona verde,0.4,MEDELLIN,6.2504525,-75.55765122,0.06,0,0,0
"159","292",Canalizacion tuberia en zona verde,0.4,MEDELLIN,6.25098413,-75.59685801,0.06,0,0,0
"160","293",Canalizacion tuberia en zona verde,0.4,MEDELLIN,6.251461,-75.545917,0.06,0,0,0
"161","294",Canalizacion tuberia en zona verde,0.4,MEDELLIN,6.25149103,-75.54592643,0.06,0,0,0
"162","295",Canalizacion tuberia en zona verde,0.4,MEDELLIN,6.25216396,-75.54734363,0.06,0,0,0
"163","296",Canalizacion tuberia en zona verde,0.4,MEDELLIN,6.27265517,-75.60902403,0.06,0,0,0
"164","297",Canalizacion tuberia en zona verde,0.4,MEDELLIN,6.281023,-75.602799,0.06,0,0,0
"165","298",Canalizacion tuberia en zona verde,0.4,MEDELLIN,6.28620703,-75.53701191,0.06,0,0,0
"166","299",Canalizacion tuberia en zona verde,0.4,MEDELLIN,6.28747,-75.560943,0.06,0,0,0
"167","300",Canalizacion tuberia en zona verde,0.4,MEDELLIN,6.28776739,-75.59992566,0.06,0,0,0
"168","301",Canalizacion tuberia en zona verde,0.4,MEDELLIN,6.28822875,-75.53944678,0.06,0,0,0
"169","302",Canalizacion tuberia en zona verde,0.4,MEDELLIN,6.28864651,-75.54309704,0.06,0,0,0
"170","303",Canalizacion tuberia en zona verde,0.4,MEDELLIN,6.28928765,-75.53854649,0.06,0,0,0
"171","304",Canalizacion tuberia en zona verde,0.4,MEDELLIN,6.28940188,-75.53923976,0.06,0,0,0
"172","305",Canalizacion tuberia en zona verde,0.4,MEDELLIN,6.28950129,-75.53918159,0.06,0,0,0
"173","306",Canalizacion tuberia en zona verde,0.4,MEDELLIN,6.28970716,-75.53907256,0.06,0,0,0
"174","307",Canalizacion tuberia en zona verde,0.4,MEDELLIN,6.28994106,-75.53853525,0.06,0,0,0
"175","309",Canalizacion tuberia en zona verde,0.45,MEDELLIN,6.279436,-75.537665,0.0675,0,0,0
"176","310",Canalizacion tuberia en zona verde,0.5,BELLO,6.35130321,-75.55966811,0.075,0,0,0
"177","313",Canalizacion tuberia en zona verde,0.5,MEDELLIN,6.21835106,-75.5966814,0.075,0,0,0
"178","316",Canalizacion tuberia en zona verde,0.5,MEDELLIN,6.22871226,-75.55399236,0.075,0,0,0
"179","317",Canalizacion tuberia en zona verde,0.5,MEDELLIN,6.22893318,-75.55391053,0.075,0,0,0
"180","318",Canalizacion tuberia en zona verde,0.5,MEDELLIN,6.25145197,-75.55702409,0.075,0,0,0
"181","319",Canalizacion tuberia en zona verde,0.5,MEDELLIN,6.270659,-75.626461,0.075,0,0,0
"182","320",Canalizacion tuberia en zona verde,0.5,MEDELLIN,6.285872,-75.607549,0.075,0,0,0
"183","321",Canalizacion tuberia en zona verde,0.5,MEDELLIN,6.28942658,-75.53953512,0.075,0,0,0
"184","322",Canalizacion tuberia en zona verde,0.5,MEDELLIN,6.29131395,-75.53833726,0.075,0,0,0
"185","323",Canalizacion tuberia en zona verde,0.5,MEDELLIN,6.29820185,-75.54582299,0.075,0,0,0
"186","324",Canalizacion tuberia en zona verde,0.5,MEDELLIN,6.30147372,-75.58579569,0.075,0,0,0
"187","325",Canalizacion tuberia en zona verde,0.6,BELLO,6.30995104,-75.54598665,0.09,0,0,0
"188","327",Canalizacion tuberia en zona verde,0.6,MEDELLIN,6.2069432,-75.5662369,0.09,0,0,0
"189","331",Canalizacion tuberia en zona verde,0.6,MEDELLIN,6.2498002,-75.61204148,0.09,0,0,0
"190","332",Canalizacion tuberia en zona verde,0.6,MEDELLIN,6.26576689,-75.55626936,0.09,0,0,0
"191","333",Canalizacion tuberia en zona verde,0.6,MEDELLIN,6.28287096,-75.60369361,0.09,0,0,0
"192","334",Canalizacion tuberia en zona verde,0.6,MEDELLIN,6.285639,-75.607996,0.09,0,0,0
"193","335",Canalizacion tuberia en zona verde,0.6,MEDELLIN,6.28622565,-75.53740236,0.09,0,0,0
"194","336",Canalizacion tuberia en zona verde,0.6,MEDELLIN,6.29935568,-75.55520307,0.09,0,0,0
"195","337",Canalizacion tuberia en zona verde,0.6,MEDELLIN,6.30149894,-75.54954632,0.09,0,0,0
"196","338",Canalizacion tuberia en zona verde,0.7,BELLO,6.35723816,-75.5713688,0.105,0,0,0
"197","344",Canalizacion tuberia en zona verde,0.7,MEDELLIN,6.23587022,-75.60145611,0.105,0,0,0
"198","345",Canalizacion tuberia en zona verde,0.7,MEDELLIN,6.24883104,-75.60305194,0.105,0,0,0
"199","346",Canalizacion tuberia en zona verde,0.7,MEDELLIN,6.28643722,-75.53851401,0.105,0,0,0
"200","347",Canalizacion tuberia en zona verde,0.7,MEDELLIN,6.28726549,-75.53739602,0.105,0,0,0
"201","348",Canalizacion tuberia en zona verde,0.7,MEDELLIN,6.28794944,-75.53831657,0.105,0,0,0
"202","349",Canalizacion tuberia en zona verde,0.7,MEDELLIN,6.28811127,-75.53980024,0.105,0,0,0
"203","350",Canalizacion tuberia en zona verde,0.8,BELLO,6.3482704,-75.56275483,0.12,0,0,0
"204","352",Canalizacion tuberia en zona verde,0.8,GIRARDOTA,6.3503196,-75.4573937,0.12,0,0,0
"205","354",Canalizacion tuberia en zona verde,0.8,MEDELLIN,6.2292691,-75.55831955,0.12,0,0,0
"206","355",Canalizacion tuberia en zona verde,0.8,MEDELLIN,6.22947948,-75.60687572,0.12,0,0,0
"207","356",Canalizacion tuberia en zona verde,0.8,MEDELLIN,6.27711606,-75.53936967,0.12,0,0,0
"208","357",Canalizacion tuberia en zona verde,0.8,MEDELLIN,6.28677452,-75.53770057,0.12,0,0,0
"209","358",Canalizacion tuberia en zona verde,0.8,MEDELLIN,6.28683635,-75.53773207,0.12,0,0,0
"210","359",Canalizacion tuberia en zona verde,0.8,MEDELLIN,6.28727174,-75.53742806,0.12,0,0,0
"211","360",Canalizacion tuberia en zona verde,0.8,MEDELLIN,6.2887095,-75.53944105,0.12,0,0,0
"212","361",Canalizacion tuberia en zona verde,0.8,MEDELLIN,6.30459806,-75.55928684,0.12,0,0,0
"213","364",Canalizacion tuberia en zona verde,0.9,MEDELLIN,6.28718486,-75.53738317,0.135,0,0,0
"214","365",Canalizacion tuberia en zona verde,0.9,MEDELLIN,6.28770823,-75.53909896,0.135,0,0,0
"215","366",Canalizacion tuberia en zona verde,1,BELLO,6.33936212,-75.55721591,0.15,0,0,0
"216","367",Canalizacion tuberia en zona verde,1,BELLO,6.38103351,-75.62000158,0.15,0,0,0
"217","369",Canalizacion tuberia en zona verde,1,COPACABANA,6.3174755,-75.49605,0.15,0,0,0
"218","370",Canalizacion tuberia en zona verde,1,ENVIGADO,6.14416783,-75.53212683,0.15,0,0,0
"219","371",Canalizacion tuberia en zona verde,1,ENVIGADO,6.15452261,-75.5367653,0.15,0,0,0
"220","372",Canalizacion tuberia en zona verde,1,ENVIGADO,6.15523507,-75.53801773,0.15,0,0,0
"221","374",Canalizacion tuberia en zona verde,1,GIRARDOTA,6.34932024,-75.45695007,0.15,0,0,0
"222","375",Canalizacion tuberia en zona verde,1,GIRARDOTA,6.35323423,-75.45811349,0.15,0,0,0
"223","385",Canalizacion tuberia en zona verde,1,MEDELLIN,6.21358189,-75.59574105,0.15,0,0,0
"224","387",Canalizacion tuberia en zona verde,1,MEDELLIN,6.22355924,-75.58713061,0.15,0,0,0
"225","391",Canalizacion tuberia en zona verde,1,MEDELLIN,6.23178962,-75.54431651,0.15,0,0,0
"226","392",Canalizacion tuberia en zona verde,1,MEDELLIN,6.232461,-75.556979,0.15,0,0,0
"227","393",Canalizacion tuberia en zona verde,1,MEDELLIN,6.23275386,-75.55241901,0.15,0,0,0
"228","394",Canalizacion tuberia en zona verde,1,MEDELLIN,6.23598769,-75.53046468,0.15,0,0,0
"229","395",Canalizacion tuberia en zona verde,1,MEDELLIN,6.23609702,-75.56110877,0.15,0,0,0
"230","396",Canalizacion tuberia en zona verde,1,MEDELLIN,6.242918,-75.543894,0.15,0,0,0
"231","397",Canalizacion tuberia en zona verde,1,MEDELLIN,6.24525966,-75.61204733,0.15,0,0,0
"232","398",Canalizacion tuberia en zona verde,1,MEDELLIN,6.24894167,-75.615595,0.15,0,0,0
"233","399",Canalizacion tuberia en zona verde,1,MEDELLIN,6.24934954,-75.58833427,0.15,0,0,0
"234","400",Canalizacion tuberia en zona verde,1,MEDELLIN,6.24947049,-75.57273459,0.15,0,0,0
"235","401",Canalizacion tuberia en zona verde,1,MEDELLIN,6.250162,-75.62263185,0.15,0,0,0
"236","402",Canalizacion tuberia en zona verde,1,MEDELLIN,6.2504895,-75.60484781,0.15,0,0,0
"237","403",Canalizacion tuberia en zona verde,1,MEDELLIN,6.271446,-75.598482,0.15,0,0,0
"238","404",Canalizacion tuberia en zona verde,1,MEDELLIN,6.27711606,-75.53936967,0.15,0,0,0
"239","405",Canalizacion tuberia en zona verde,1,MEDELLIN,6.28410589,-75.58725211,0.15,0,0,0
"240","406",Canalizacion tuberia en zona verde,1,MEDELLIN,6.28679133,-75.53841661,0.15,0,0,0
"241","407",Canalizacion tuberia en zona verde,1,MEDELLIN,6.28832719,-75.53967124,0.15,0,0,0
"242","408",Canalizacion tuberia en zona verde,1,MEDELLIN,6.289856,-75.537646,0.15,0,0,0
"243","409",Canalizacion tuberia en zona verde,1,MEDELLIN,6.29053525,-75.53857119,0.15,0,0,0
"244","410",Canalizacion tuberia en zona verde,1,MEDELLIN,6.29131395,-75.53833726,0.15,0,0,0
"245","411",Canalizacion tuberia en zona verde,1,MEDELLIN,6.29254334,-75.56069738,0.15,0,0,0
"246","412",Canalizacion tuberia en zona verde,1,MEDELLIN,6.29328893,-75.58271574,0.15,0,0,0
"247","414",Canalizacion tuberia en zona verde,1.1,GIRARDOTA,6.35873806,-75.46128216,0.165,0,0,0
"248","416",Canalizacion tuberia en zona verde,1.1,MEDELLIN,6.268228,-75.547594,0.165,0,0,0
"249","417",Canalizacion tuberia en zona verde,1.1,MEDELLIN,6.28838174,-75.53984639,0.165,0,0,0
"250","418",Canalizacion tuberia en zona verde,1.2,BELLO,6.34781158,-75.53181451,0.18,0,0,0
"251","419",Canalizacion tuberia en zona verde,1.2,COPACABANA,6.3613618,-75.49076669,0.18,0,0,0
"252","424",Canalizacion tuberia en zona verde,1.2,MEDELLIN,6.24849453,-75.6113215,0.18,0,0,0
"253","425",Canalizacion tuberia en zona verde,1.2,MEDELLIN,6.255216,-75.559883,0.18,0,0,0
"254","426",Canalizacion tuberia en zona verde,1.2,MEDELLIN,6.2842835,-75.54416744,0.18,0,0,0
